JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3	L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	JL	Control_Fibro_1	Control_Fibro_2	Control_Fibro_3
ENSG00000147604	107397.996	99555.609	79257.256	87850.61	87106.743	76782.316	117414.298	156765.105	114223.122	99484.629	97046.825	93055.806	96396.868	106798.609	92079.111	82756.142	93858.327	91518.687	88843.565	75522.643	92194.662	24168.115	29959.927	30134.85	33531.919	44172.649	37256.606	40665.016	33690.216	87135.379	50022.664	62030.683	59560.893
ENSG00000147606	11	6	10	2	19	79	38	87	26	30.025	14	19	10	29	9	121.001	50	29	20	6	20	4	3	11	20	6	5	2	7	12	3	3	0
ENSG00000147613	27	39	16	6	4	18	17	57	58	11	36	35	20	15	10	5	7	26	16	17	8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147614	0	1	2	0	3	3	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	3	0	2	0	2	0	0
ENSG00000147642	55	42	52	44	20	15	23	54	56.001	15	31	55	13	6	13	20	22	28	7	11	9	50.001	33	22	47.001	36	39	103	6	856.086	281	1183.001	112.999
ENSG00000147647	165.038	143	108	144.999	75	141	64	172	155.999	22	120	128	62	34	31	48	47	95.001	29	29	29	3	3	2	1	7	4	2	3	9.001	1	1	0
ENSG00000147649	7931.076	7806.541	8167.359	5595.309	6640.078	6194.355	6903.029	9307.183	7533.054	6436.438	6603.402	8301.241	6701.514	6966.809	6608.087	8019.03	7842.351	8477.905	6673.985	6175.689	6789.048	9442.314	10045.524	11068.905	13323.304	6685.151	5020.392	11467.131	7790.675	15474.069	21258.452	15773.852	13584.174
ENSG00000147650	2019.519	2031.449	1479.054	1685.866	1455.007	2114.347	1385.168	1887	1451.014	1428.863	2277.723	1527.099	1691.458	1507.587	1345.119	1255.029	1359.647	1406.206	1326	1328.177	1298.4	197	396	116	288	540	91	210	130.011	3237.659	4689.869	4093.787	4109.099
ENSG00000147654	2244.623	2121.41	1906.065	1875.472	1959.662	1965.851	1872.795	2954.469	2471.953	1748.356	1789.589	1847.226	1814.015	1658.914	1697.763	1496.483	1747.657	1968.922	1392.01	1407.015	1507.131	625.295	688.535	760.492	789.999	339.493	542.02	643.999	569	1046.035	1255.999	790.001	610.999
ENSG00000147655	32	38	22	32	27	25	35	73	54	7	31	44	2	2	3	14	4	8	0	0	2	0	0	1	0	12	1	0	1	1	9	2	9
ENSG00000147669	4571.385	5472.954	4034.129	3865.391	4465.987	4790.001	4449.5	5635.084	4631.527	4859.701	4331.476	4017.235	4967.705	4827.457	5170.09	3770.274	4089.384	5136.983	3973.338	3958.419	4740.388	868.678	937	1299.288	1105	915	823	1265.831	1056.882	2798.028	3882.05	3212.309	2657.907
ENSG00000147676	18049.579	18593.123	12463.933	13391.999	12015.365	10264.864	10070.773	16706.721	14068.12	8722.686	12505.419	13808.918	15425.668	12529.527	10963.652	12203.964	11543.462	12740.461	12220.994	10883.575	12506.998	0	0	0	0	0	0	0	1	1	2	4	2
ENSG00000147677	30188.011	28041.535	19747.066	24729.512	26397.646	25363.631	30748.698	43268.545	30824.648	29523.952	29426.581	25991.611	28011.123	29063.732	25531.205	22707.817	24633.95	26055.915	25211.245	22131.809	26535.715	8042.83	9359.005	9656.763	9784.091	9221.033	10198.892	9900.874	9212.883	16305.248	13283.494	10535.885	11007.421
ENSG00000147679	1807	1760.47	1438.001	1369.074	1787.001	1699.523	1888.983	2736.77	1912.007	1622.515	1691.348	1671.823	1655.001	1836.286	1785.294	1799.57	1850.999	1939.384	1595.122	1351.481	1685.134	583.951	704.475	773.117	880.905	518.654	549.33	949.521	647.388	1978.286	2168.638	1480.003	1686.004
ENSG00000147684	6481.336	7216.86	6804.693	5542.855	7541.047	6394.054	8316.038	9599.443	7779.379	7278.991	5920.74	7423.387	7051.649	6478.793	6598.226	5983.236	7180.283	7614.299	5308.554	5222.176	6644.796	1204.733	1587.485	1666.262	1719.161	1242.629	1313.099	1825.869	1314.509	4207.018	4502.943	3509.616	3726.376
ENSG00000147687	2816.143	3264.519	2514.499	2343.999	3577.133	3817.371	4444.056	5560.111	4145.32	3667.345	3645.519	3339.813	3270.736	3401.01	3238.238	2754.38	2329.971	3153.761	3247.051	2996.874	3741.991	569.765	665.97	638.873	679.634	471.822	538.988	612.965	515.307	1606	1434.142	1152.278	1125.062
ENSG00000147689	0	3	0	2	4	4	2	5	8	5	5	7	4	7	9	1	3	6	0	5	6	0	1.001	1.001	1	1	1.001	2.001	1	0	5	0	1
ENSG00000147697	0	2	0.5	0	0.5	0	1.505	0	0	0	2.5	0	2.5	1.5	1.5	0	2	0	0.5	0	1	1	1.57	0	2.729	0	1.295	1	1.088	10.5	0.5	0	2
ENSG00000147724	0	0	0	13	21	23	19	27	32	34	22	37	13	5	6	24	23	29	0	0	0	1	2	0	5	0	3	1	3	0	0	0	0
ENSG00000147789	1942.436	1950.317	1760.517	1696.522	1710.252	1752.843	1916.901	2886.976	1842.073	1719.03	2089.106	2123.031	1634.946	1920.604	1793.32	1515.293	1498.182	1921.23	1561	1446.327	1634.684	546.338	565.879	578.959	676.245	520.606	597.782	645.028	553.648	907	1698.104	1402.107	1140
ENSG00000147799	1023.001	1495.335	2144.121	959	1907.396	1835	2245.241	2968.243	1910.362	2462.084	2036.763	2279.12	2000	2193.008	2136.871	2064.25	1993.014	1621.416	1941.238	1623.084	2217.989	2	11	6	13	12	7	13	14	314	481.073	460.003	350.001
ENSG00000147804	197.813	187.207	93.248	98.607	45.533	135.129	212.346	610.462	561.661	43.264	161.039	77.298	134.738	175.115	79.303	453.495	500.431	711.601	462.119	716.91	838.215	157.711	171.226	157.57	165.293	197.47	173.11	185.226	170.944	230.193	400.512	482.48	150.632
ENSG00000147813	1724.075	2717.972	2332.729	2414.091	2706.192	2464.254	1400.949	1186.649	866.941	1782.631	1256.765	1219.822	837.943	446.73	321.638	1247.729	1150.538	1971.62	1633.621	1961.75	2644.876	8.613	554.403	473.751	382.174	389.001	541.899	507.799	307.378	470.829	482.783	464.284	310.791
ENSG00000147852	16655.016	11190.61	8389.27	12864.766	7497.437	3325.802	4365.693	9951.929	7768.251	3308.413	5236.027	5930.768	3353	7723.176	2801.095	5874.864	4569.899	3770.049	5288.144	2528.004	2999.112	463	253.005	359.138	414	844.13	401.11	726.045	665	3331.322	3293.289	4052.001	1606.922
ENSG00000147853	5569.586	5727.198	3895.689	4421.599	4720.148	4398.88	4105.167	7176.676	5784.435	5802.386	5191.244	4946.432	6560.111	7084.44	6799.283	7016.802	7187.396	7404.416	6923.181	5827.533	6931.869	1901.265	1956.986	1927.904	2053.876	1303.773	1682.686	1752.42	1873.951	7274.079	7037.309	7677.75	5295.986
ENSG00000147854	6045.556	3470.489	3520.999	5403.857	4012.66	3590.97	6467.863	8906.508	5711.234	5017.244	4952.731	5107.289	4454.947	4370.001	2516.57	3353.448	3065.255	2359.106	4472.459	2827.535	4603.371	2671.851	2620.472	2737.963	2905.446	1595.996	3094.278	2920.41	2161.991	3328.585	7971.178	4152.498	4800.355
ENSG00000147862	719.012	772	615	552	621.034	903.012	329	1024	778.492	612.999	1018.536	662	1036.999	1160.09	955.012	754	964	897.005	613.586	592.003	760.001	54	87	113	10	9	4	23	97.001	1829.106	278	612.999	1131.063
ENSG00000147869	839.319	2047	1836.023	474.883	553	45	77.223	80	230	67	18	229	18	12	10	1391.968	116.055	665	3	8	26	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000147872	1659.302	1493.348	1644	1444.027	2223.934	2817.292	2928.002	3608.571	3102.999	2744.53	4968.932	2869.233	2431.226	1965.427	2754.139	2395.541	3223.385	3447.795	2267.705	2434.932	2583.629	1851.86	1755.43	2770.006	1876.38	1633.005	1346.989	2386.676	1259	8511.563	8479.506	5850.823	5130.982
ENSG00000147873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
ENSG00000147874	10362.619	14025.066	8640.522	8008.911	12356.949	13060.229	12438.637	19566.186	13941.618	10409.281	14452.936	12715.2	10522.445	11304.376	12022.551	11812.77	11718.612	13402.39	11871.243	11180.492	12852.927	1109	1291.985	1477	1472.62	876.678	1043.289	2044.873	1114.794	1680.949	4957.753	2057.994	2437.229
ENSG00000147883	49	105.001	134	29	33	11.006	5	20	27	2	14	39	7	4	1	56	25	44	1	2	3	8.048	6.009	31.021	18	5	22.018	8	11.009	1322.014	1009	1493.009	1158.827
ENSG00000147885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147889	69	128	78	30	40	18	24	67	60	13	29	36	7	7	13	53	54	28	8	7	8	142.949	345.989	339.979	165.422	55.471	243.982	150	196.991	846	1407.268	1008.999	933.055
ENSG00000147894	3871.253	3149.346	1801	3189.999	2626.199	3055.591	3194.623	4883.644	3511.357	2965.263	3459.303	2438.287	3114.321	3566.657	2255.192	2205.467	2108	2192.029	2955.608	2243.109	2562.328	564.001	257.999	356.165	554	288.3	646.001	408	375	482.767	496	371	255.293
ENSG00000147896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
ENSG00000147905	3768.069	3202.313	2539.036	2977.216	3360.459	3161.785	3628.84	6008.292	3954.113	3468.367	2758.835	3174.124	3449.007	3839.39	2534.948	2853.837	2914.494	3064.631	2944.267	2213.5	3194.489	1862.089	1917.225	2237.298	1814.999	1167.001	1531.971	1557.866	1432.88	1745.006	2027.006	1884.076	1417.407
ENSG00000147912	1532.543	1613.679	1833.508	1194.937	2061.482	1923.116	1987.447	2662.816	2012.034	1803.207	3113.541	1801.347	1502.754	1285.129	1330.716	1517.078	1975.12	1438.002	1538.496	1394.427	1460.03	1101.85	1127.785	636.001	832.74	378.851	1052	712.966	479.673	1380.441	949.526	933.985	777.981
ENSG00000147955	7691.723	8046.671	5909.619	6132.202	6668.056	6721.009	7952.542	10913.849	7859.205	7881.711	7265.481	7706.233	8343.509	6998.571	7477.034	6223.703	6289.394	9037.213	6138.231	6598.266	8432.225	439.999	695.373	676.742	913.001	577.001	1011.52	1540.568	462	5199.686	8666.294	4256.43	4303.41
ENSG00000147996	2292.752	1968.35	1341.766	1940.418	2004.623	2422.617	2023.963	3491.927	2178.798	1989.279	2156.937	2266.198	1347.818	1352.219	1088.171	1412.333	1378.809	1376.321	1593.877	1581.285	1688.296	1659.366	1807.25	2020.249	1757.663	1370.105	1742.507	1771.183	1185.936	1116.428	1390.748	2021.267	1359.266
ENSG00000148019	4024.62	4583.707	5165.999	3196.916	4697.162	4121.898	5451.315	6408.576	4691.832	4576.604	5299.299	5163.376	4386.23	4259.1	3820.03	4662.268	4417.382	4297.796	4886.487	4549.453	5372.017	787.125	1053.721	1041.998	1297	854.35	948.15	1613.826	940.675	1051.984	3316.524	1004.097	1764.159
ENSG00000148053	10	11	6	10	3	9	6	1	6	3	14	1	8	1	3	9	8	24	0	3	1	520.462	420	783	227	60.999	50	140	702.018	86	64	37	20
ENSG00000148057	15	25	27	12	27	62	30.999	54.999	56.001	39	62.999	41.059	40.999	25.999	53.004	33.001	18	30	38.001	62	31	110	162	190.506	179.001	212.003	237	150.001	167.391	235.077	257.002	229	155.013
ENSG00000148082	905.461	866.261	1085	690.211	1295.12	1453	1215.199	1831	1258.027	1546.727	277	1333.232	2164.437	1536.666	1529	2072.617	3107.068	1948.598	1394	1352.081	1710.127	2	13	2	13	5	3	1	14	3234.937	548	120	58
ENSG00000148090	1859.791	1524.333	1372.41	1484.092	1776.162	1729.734	1764.679	2238.027	1695.138	1851.139	1560.113	1478	2506.889	2077.999	1989.476	1688.269	2064.355	1818.926	1933.358	1929.707	2223.344	125	253	181	202	114	122	145.999	140	572.263	994.465	730.808	405
ENSG00000148110	6642.018	7705.786	7908.098	5147.095	7339.295	6089.042	7972.643	10779.768	8301.523	7376.795	7513.984	7932.38	7359.149	6530.391	7038.199	8566.329	8557.886	9093.482	6115.526	6146.882	7385.136	1349.715	2358.415	2755.439	2218.071	1067.019	1580.697	2548.617	1735.64	7663.889	9761.294	6183.039	5895.601
ENSG00000148120	383.157	422.003	445.207	283.035	383.684	282.003	456	539.039	608	473.11	525.006	484	571.999	338.999	368.999	508	632	569.12	436.999	493.075	442	231.999	211.135	216.823	217.07	142.017	200.111	175.062	180.027	1900.24	3463.728	5430.564	4838.231
ENSG00000148123	4.864	0	0	0	0	10.865	140	0	131	0	5.412	113	176	21.929	81.003	131	0	69.002	186	0	0	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000148136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143	2827.124	2549.912	2557.999	2410.146	2620.377	1982.002	2985.731	3925.095	3114.267	2055.082	3505.187	2647	2255.272	2020.927	2024.086	3297.758	3585.201	3268.264	1806.382	1749.037	2128	32	92.002	83	58	2	4	8	4	340	501.793	762.219	610.012
ENSG00000148153	1849.999	1540	1308.028	1580.116	1780.001	1621.064	1887.137	2343.022	1732	1623.794	1899.202	1314.034	1568.183	2087.138	1606.625	1415.138	1644	1404.65	1643.916	1129.328	1505.363	730.243	1084.99	1201.913	1324.483	629.685	610.904	1338.205	1108.067	1847.211	3271.017	1857.363	2094.002
ENSG00000148154	6751.302	5675.013	4146.609	5658.342	4773.359	4651.019	5179.731	6682.536	4850.792	5967.406	4584.749	3905.217	7481.489	7227.601	6563.503	5773.816	5422.073	5974.038	6437.317	5042.456	6670.551	3525.031	3480.656	4250.684	3928.779	2116	3711.459	1827.019	3351.196	9397.595	12355.05	8255.995	10185.241
ENSG00000148156	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	2	0	1	2	0	0	0	0	0	3	0
ENSG00000148158	3569.578	3187.431	2248	2891.479	3076.703	4042.14	2973.761	4779.749	3357.181	2932.061	4200.045	2610.033	2669.519	3804.384	2195.01	2462.977	2805.704	2340.023	3158.926	2326.145	2799.024	292.031	411.32	476.308	440.798	384.844	289.427	387	197.049	4634.238	5131	4320.002	3603.976
ENSG00000148175	4201.937	4603.542	4352.097	3640.231	3395.334	4114.176	3384.352	6094.593	5573.827	6405.652	7998.202	4023.033	8133.034	8734.004	9699.854	6498.055	7838.843	8823.426	4607.335	4895.121	5130.831	1437.714	1530.809	1649.135	1556.945	894.716	777.664	1278.771	611.674	19014.034	13666.574	7121.787	8676.015
ENSG00000148180	8976.266	6608.495	3240.001	8116.4	4394.463	10606.032	5297.526	8330.571	7347.619	4679.889	7298.741	5550.089	6967.12	3228.827	2651.318	3038.355	3277.735	3504.161	4440.41	3919.242	4419.557	458.007	476.286	707	417.015	69	275.001	196.441	256.985	34405.145	27730.477	36544.626	30485.267
ENSG00000148187	2989.75	3679.267	2813.01	2704.217	3682.192	3321.622	4156.993	6004.218	4493.189	3405.017	3746.508	3963.572	2964.096	3546.254	3662.009	3200.256	3402.104	3496.352	3008.093	3115.118	3376.051	1213.866	1665.014	1541.241	1744.112	1146.144	1450.777	1636.934	1493.295	1635.791	1878.122	1528.456	1768.995
ENSG00000148200	26623.135	20081.15	15007.301	22310.515	21052.421	26381.942	23342.258	31753.675	21918.724	12531.675	20848.214	21949.089	8876.84	6008.652	5478.212	10156.619	12537.698	7528.076	11552.762	9654.606	11737.521	431.331	572.94	446.215	464.041	335.209	517.941	449.21	428.601	33	19	10	49
ENSG00000148204	194.999	208	204	152	170	255.001	103	242.002	232	59.999	1524.489	308	80	69	66	103	206	101	25	34	34	39	25	45.656	104	46	49	45	24	0	0	1	0
ENSG00000148215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000148218	2091.781	2103.501	1566.014	1709.255	2000.024	2119.001	2451.011	3739.789	2824.499	2247.245	2782.612	2400.594	1944.252	1808.249	1569.522	1486.943	1581.314	1679.205	1616.01	1476.232	1732.391	755.602	919.001	1035.002	896.682	572	796	798.024	798.999	4496.503	5800.335	4193.548	3975.665
ENSG00000148219	1810.954	1464.191	930.079	1390	911	1015.148	1019.728	1444.224	1336.831	865.001	1603.472	1176.999	928.151	571	539.082	756.941	855.042	863.931	1231.189	969.19	1118.003	233.183	227.611	242.703	256.079	242.538	177.04	223.386	262.691	484.006	305.04	315.06	309.993
ENSG00000148225	52	104	27	43	64	158.588	78	125	84	52	117.999	90	58	120	42	43	57.001	67	92.009	78	74	81.408	84.222	45.206	94.363	93.316	32.127	73.92	67.929	282	398.274	211	244
ENSG00000148229	5731.738	5839.428	5918	4975.782	5540.555	6605.489	6910.437	9691.445	7578.708	5271.706	6466.326	6467.841	5389.188	4607.701	6070.726	4672.791	4951.781	5543.497	4601.544	4793.81	4939.345	970.919	1309.818	1581.912	1960.011	1473	1141.016	2829.647	1250.356	2315.397	5849.439	2887.612	3510.384
ENSG00000148288	467.715	431.02	473.345	470.001	682.244	437.778	984.045	894.862	634.902	1067.585	389.448	682.805	578.368	701.638	299.612	585.387	524.951	647.525	407.285	316.058	512.178	39	107.405	297.71	174.275	44.999	93.814	114.774	124.796	319.441	212.96	169.771	110
ENSG00000148300	3304.653	3436.149	4169.558	2540.518	3889.98	2668.605	5096.791	6892.616	4705.413	4286.013	3827.469	5158.5	3806.373	4259.438	3876.054	4470.515	4684.33	4605.263	3727.528	2993.832	4022.537	1000.997	1065.201	1173.165	1180.955	891	976.599	1261.958	1047.143	2012.664	2923.775	2097.999	1869.875
ENSG00000148308	7444.283	7869.328	7628.304	6160.597	7927.26	8600.81	8771.011	11863.509	8603.253	8082.812	7864.64	8496.549	7594.001	6998.959	8023.406	6648.981	7536.921	7415.717	6446.107	6456.261	7537.027	1135.495	1322.28	1559.97	1483.001	1083.152	1397.475	1772.142	1312.857	2501.622	3627.159	1952.747	2325.893
ENSG00000148331	2652.193	2993.754	2797	2166.999	2737.224	2640.214	2978.227	4038.374	3171.138	2461.726	2990.719	3163.488	2421.934	2260.206	2784.068	2331.24	2589.79	2885.638	2345.545	2506	2748.102	437.751	596.174	662.923	664.649	524.451	496.688	670.622	565.035	1506.042	3725.082	2242.999	2534.217
ENSG00000148334	5617.481	6772.007	7278.931	4742.125	6501.774	4720.466	7733.668	10267.632	7464.924	7215.315	6723.406	7772.631	6520.835	5660.14	6586.55	6409.979	6328.535	7650.958	5487.41	5771.397	7037.335	1188.999	1038.941	1248.007	1357.854	1155.005	1435.78	1394.999	1478.999	1807.001	2225.527	2028.178	1741.023
ENSG00000148335	3388.804	3735.079	3022.48	2684.372	3303.634	2543.978	4196.909	6152.793	4463.29	4232.876	3054.592	4058.014	4114.155	3233.903	3704.226	3933.131	3854.677	4664.612	2772.224	2798.263	3886.979	389.604	485.922	508.272	596.932	349.25	350.501	623.74	383.325	1119.001	2685.112	2088.88	2778.212
ENSG00000148337	5719.752	7795.184	8474.999	4700.993	7016.791	7120.444	8188.029	10741.711	8338.094	6021.846	8715.059	8867.808	5198.745	5215.034	5192.274	6523.556	6817.427	6660.958	5253.192	5151.173	6411.877	1769.286	1940.19	2216.857	2263.309	1850.34	2122.43	2306.23	2045.018	9288.756	11826.163	6355.974	6555.486
ENSG00000148339	2920.33	2426.494	1969.555	2546.044	1684.999	1835.001	2110.002	3233.906	2119.106	1514.362	2362.511	2239.25	1518.091	1837.647	1947.12	1452.191	1910.826	1727.001	1388.961	1225.001	1764.646	511.999	483.001	459	525	461.002	464.001	502.025	435.002	1855.469	1891.773	1130.999	1462.124
ENSG00000148341	3877.803	4881.596	4587.003	3165.354	4783.406	4332.135	5804.736	7498.998	5252.065	5780.762	6297.945	5271.236	4395.089	4643.52	4019.529	3965.85	4179.14	4163.368	4049.382	3509.85	4562.695	1002.002	1422.905	1297.912	1243.733	1386.157	1645.001	1559.674	1769.353	2264.033	3754.311	3878.472	2744.049
ENSG00000148343	2966.073	3657.21	3546.035	2908.006	3385.544	2919.424	2655.863	4568.702	2653.093	3142.044	3907.759	3100.992	2339.032	3579.784	2773.805	2521.092	2216.171	2256.587	2820	2552.212	3338.004	533	669	630.019	723.193	516.999	771.999	819.208	749	1064.001	1904.205	1710.553	1375.091
ENSG00000148344	722.007	645.162	476	610.004	625.343	899.095	521	971.343	881.287	145	669.485	567	199	152	99	296.078	356.93	269	164	146	121	1.02	3.1	10.024	7.939	0	2.026	3.01	1.012	2969.205	958.435	564.005	505.075
ENSG00000148346	45	68	34	52	45	75.001	18	36.001	57	12	57	13	40	14	10	26	20	41.999	26	21	6	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000148356	1643.319	2266.278	2074.71	1411.086	2490.382	2176.017	2551.883	2762.375	2184.456	2413.405	1990	2031.116	2573.001	2725.042	2452.749	2367.022	2419.999	2401.02	2257.708	2111.361	2817.002	895	1145	914.359	1092.13	889	955.246	865	976.273	1352.617	1473.187	1285.019	1015
ENSG00000148357	906.069	1170	985	792.008	1099.064	1877.215	763.001	1702	1486	831.168	3094.456	1249.051	1179	792	489	795.015	898.404	637	821.005	815	767.046	2	4	22	41	3	14	6	1	0	7	6	1
ENSG00000148358	10307.86	8209.532	6428.353	8277.548	8670.855	10437.823	7718.624	11068.863	8705.672	6172.277	9782.254	7667.446	6956.803	7079.687	5416.497	6631.511	7305.492	6491.265	7059.88	5706.838	6765.012	1464.427	1452.19	1363.015	1702.023	858.085	1021	1277.3	1459.317	8058.583	10511.104	10095.189	9444.068
ENSG00000148362	1789.719	1882.833	1656	1736.207	1710.987	1441.125	1697.707	1968.643	1431.27	1797.03	1466.36	1584	1387	922.64	1057.001	1169	1129.693	1416.371	1106.622	1175.532	1462.063	158	227	226	191	305	235	447.008	183	637.282	1292	1435.007	768.999
ENSG00000148377	0	3	2	1	1	2	1	2	0	3	0	0	2	0	0	2	0	2	3	1	1	0	2.185	2.16	3.221	1.106	2.251	2.18	0	7	0	3	5
ENSG00000148384	3098.612	2983.976	3025.001	2518.227	3452.253	3277.116	2858.431	4431.677	2963.458	3398.112	3688.105	2466.143	2715.47	3365.97	2499.049	2207.992	2097.111	1977	3275.025	2651.896	3322.634	627.007	694	589.178	677.05	705	833.666	705.09	754.158	1355.004	2537	1354.703	1173.225
ENSG00000148386	0	0	1	0	0	3	1	0	1	1	1	1	2	2	0	1	4	1	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000148396	10561.81	10633.298	9490.923	8896.406	10086.798	7559.896	8414.959	12968.198	9042.402	7274.85	9664.738	9485.221	9456.754	9060.233	9285.397	8023.143	7317.364	7712.525	7267.093	6978.037	8999.11	4028.375	4196.17	4011.495	5052.133	2780.999	2666.999	3765.354	3482.144	7569.327	10713.986	8508.051	8105.257
ENSG00000148399	3140.948	3865.052	3853.447	2658.707	3435.465	2805.356	4032.317	4970.529	3605.13	3392.473	3467.294	4019.594	2996.954	2536.384	2808.979	2664.93	2604.443	2971.28	2308.851	2583.669	3060.637	438.999	640.123	624.195	736.255	585.001	813.098	722.272	575	1101.001	1384.062	1347.306	908.001
ENSG00000148400	16557.587	12693.185	13256.083	15133.063	18051.904	14085.245	13177.579	18876.953	13222.895	12782.096	14065.232	12207.373	10023.945	14098.347	9584.727	12166.806	13372.122	8660.272	11938.286	8363.15	10441.419	2431.133	1556.282	2321.881	2104.999	833.001	1154	2339.941	3089.887	735.002	2358.051	2172.243	1509.81
ENSG00000148408	989.448	1263.765	863.003	685	644	1054.178	358.011	888.008	766.107	784.002	782.012	823.999	879.204	961.523	860.001	1720.084	1508.937	1571.048	1144.082	1313	1459.06	7	25	7	10	6	2	3	2	4	3	0	0
ENSG00000148411	2248.504	2784.282	2989.036	1832.004	2707.233	2589.071	2010.078	3957.53	3121.556	2673.239	2363.341	2220	2557.182	2458.082	2199.834	2956.131	3152.142	3085.365	2308.449	2422	2767.001	149	146	719.423	128	19	86	86	684.007	2938.039	6119.109	5480.886	7185.498
ENSG00000148426	763.418	1055.088	1046	604	839	800.04	785	1231	978.226	602.151	875.001	1114	735	401.047	619.052	657.001	657.002	776.109	612.558	613.034	655.153	3	11	68.218	14	1	6	16	16	56	250	360	90
ENSG00000148429	4137.265	4637.981	4589.05	3449.64	4291.656	5572.852	4744.451	5907.724	4576.151	3887.865	4398.931	4538.354	3660.204	3506.489	3716.267	3842.688	3708.075	3939.349	3612.787	3632.213	3824.001	1535.298	1417.4	1455.365	1528.297	995.389	1049.192	1288.216	1983.142	1445.221	1642.998	1208.002	1235.483
ENSG00000148444	183.999	216.004	148	119	222.397	271	211.999	286.001	223.999	185.001	281.311	151	96.012	51	56.676	105.001	150	73.999	119	104	136	1189.472	1147.698	1484.99	1403.186	1092.763	1392.271	985.215	1706.812	2615.998	2462.75	2329.733	2075.791
